timestamp,x,y,z,roll,pitch,yaw
0.0,5.5511150000000004e-17,3.330669e-16,-4.440892e-16,-3.750000187386632e-36,0.0,1.5000000375581058e-18
0.01037359,-0.04690294,-0.02839928,0.8586941,0.0011559602924252,-0.0020663256851485,-0.0005296517629559
0.02073381,-0.09374345,-0.05676064,1.716275,0.0023124778299909,-0.0041289249977432,-0.0010585231259399
0.03110752,-0.1406429,-0.08515762,2.574964,0.0034725522888948,-0.0061931416477725,-0.0015879826206065
0.04146917,-0.1874858,-0.1135202,3.432648,0.0046333237657231,-0.0082538912371536,-0.0021167376952908
0.05184302,-0.2343818,-0.141915,4.291335,0.0057975112502897,-0.0103159929098735,-0.002646025041855
0.06220447999999999,-0.2812195,-0.1702743,5.148987,0.0069623486147856,-0.0123745660253964,-0.0031745982651892
0.07257977,-0.3281178,-0.1986703,6.007777,0.0081307905182377,-0.0144348023269438,-0.0037037967493124
0.08294199,-0.3749547,-0.227029,6.865477,0.0092998003897197,-0.0164913790773852,-0.0042322569937701
0.09331467,-0.4218367,-0.2554151,7.724036,0.0104720339086869,-0.0185489484395067,-0.0047611787661463
0.103691,-0.4687329,-0.2838096,8.582886,0.0116467239782999,-0.0206061604017253,-0.0052902199476776
0.1140497,-0.5155474,-0.3121547,9.440275,0.0128214621384115,-0.0226588037957724,-0.0058183074549514
0.12442420000000001,-0.562431,-0.3405416,10.29896,0.014000030068534,-0.0247134976921652,-0.00634714100861
0.1347979,-0.6093087,-0.368925,11.15757,0.0151805521242732,-0.0267669369078957,-0.0068758818817847
0.1451596,-0.6562052,-0.3973964,12.01541,0.0164502378276134,-0.0288269147074138,-0.0075336500296958
0.1555212,-0.7018788,-0.4239119,12.86965,0.0162914370436081,-0.030724664794459,-0.0060965970170442
0.165896,-0.7498241,-0.4540039,13.73146,0.018732135376553,-0.0329160857579093,-0.0084607726881731
0.1762569,-0.7992511,-0.484077,14.60026,0.0213829769777695,-0.0345483621981745,-0.0094451970870164
0.1866302,-0.8546642,-0.515507,15.47957,0.023460564321316,-0.036459765813001,-0.0132159264264685
0.1969923,-0.9072868,-0.5464705,16.3694,0.0231721360891451,-0.0377871855362879,-0.0144023878197374
0.20736659999999998,-0.9609163,-0.5783595,17.26896,0.0214810344785846,-0.0393995223366685,-0.0141374793783687
0.21772809999999998,-1.011589,-0.6092403,18.17318,0.0200286539442496,-0.0409169953526458,-0.0143368457647941
0.2281017,-1.066256,-0.6387363,19.08411,0.0195428391517139,-0.0421099643149132,-0.0138738908301197
0.2384639,-1.118651,-0.6686219,19.99722,0.0202023429126255,-0.0438612130251221,-0.0141490175942768
0.248825,-1.17184,-0.6990778,20.91368,0.0213441910625277,-0.0449509276973234,-0.0124907109268772
0.2591988,-1.224279,-0.7287421,21.84042,0.0197477743140162,-0.0457374964560441,-0.0121943736689483
0.26958319999999997,-1.280807,-0.7604717,22.77432,0.0158858667264187,-0.0457571982124835,-0.0137229133185136
0.27993670000000004,-1.334841,-0.7929673,23.70953,0.0122142776397818,-0.0449428939477782,-0.014340551439163
0.2903084,-1.385747,-0.8209244,24.65175,0.0095861330999115,-0.0435281699385103,-0.0132698249536619
0.3006768,-1.436633,-0.8456208,25.59694,0.0083793352859972,-0.0420916935196342,-0.0130059160444973
0.3110441,-1.487044,-0.8702127,26.54471,0.0109512387295072,-0.0409044538721714,-0.013344897522617
0.3214057,-1.538025,-0.8971121,27.49627,0.0162712010478873,-0.039937857589654,-0.0145621073405136
0.3317669,-1.586551,-0.9254151,28.45466,0.019758636549755,-0.0387099318044115,-0.0139741730354327
0.3421285,-1.633363,-0.955563,29.42293,0.0184472845057768,-0.0380419682072108,-0.0114946822679125
0.3524925,-1.680971,-0.9838377,30.39839,0.0134823964286289,-0.0382774090535644,-0.0096032386672091
0.36285449999999997,-1.728893,-1.011772,31.37765,0.0092986736471243,-0.0392524741266449,-0.0062033154890622
0.3732256,-1.768976,-1.036363,32.35714,0.0093683926123284,-0.0404011302255507,0.0014619626930068
0.3835871,-1.815834,-1.059789,33.33631,0.0131757617161699,-0.0420583897304855,0.0043412176880234
0.3939488,-1.870663,-1.088016,34.32021,0.0176030905947303,-0.0436014712826602,0.0033099995324048
0.4043107,-1.92978,-1.12988,35.33097,0.0189004594401084,-0.0454920425585581,0.002642091398779
0.41468879999999997,-1.993748,-1.194548,36.38751,0.0167528350728063,-0.0465571903315511,0.002785597916637
0.42504600000000003,-2.061112,-1.249881,37.4285,0.0137718589073557,-0.0475259223926849,-0.0004156668918264
0.4354202,-2.126953,-1.305052,38.47151,0.0127938907465452,-0.0488168220646274,-0.0006265034391612
0.44579399999999997,-2.190967,-1.349142,39.50365,0.0105269053790828,-0.049801592661717,-0.0014050294907422
0.4561559,-2.256115,-1.393047,40.53855,0.0066735937767943,-0.0498615589020139,-0.0008220550592731
0.46652930000000004,-2.32994,-1.426813,41.56111,0.0052505893030878,-0.0502891965062659,-0.0067305735455712
0.4768912,-2.399728,-1.460731,42.58303,0.0049684992092247,-0.0502022038488154,-0.007201647825721
0.48725319999999994,-2.465214,-1.489501,43.59302,0.0067405637532831,-0.0503479599957878,-0.0070157190160954
0.4976146,-2.535885,-1.52285,44.5979,0.009677278800741,-0.050084589789487,-0.0094681839388528
0.5079909,-2.600016,-1.559885,45.59882,0.0097831312196894,-0.0510601639530283,-0.0093083299607574
0.5183503,-2.661881,-1.593756,46.59803,0.0081378558406874,-0.0523955609978776,-0.0072902288446268
0.5287117,-2.728914,-1.629817,47.59275,0.0071354626965794,-0.0532683614368914,-0.0074421102957454
0.5390861,-2.800794,-1.664529,48.57856,0.0094630021315063,-0.0535090538445182,-0.0103371606397553
0.5494473,-2.871336,-1.697621,49.556,0.0149368711325409,-0.0542372572410159,-0.0110490188789643
0.5598232999999999,-2.937935,-1.729013,50.53773,0.0157592313657341,-0.0546951471255943,-0.0115120670106844
0.5701829,-3.002463,-1.766742,51.51845,0.0124710183215004,-0.0550109036625496,-0.0109556400045047
0.5805570999999999,-3.065844,-1.798994,52.49501,0.0092152765632809,-0.0553587014522549,-0.0080764687230629
0.5909185,-3.130185,-1.830051,53.46498,0.0082852029398926,-0.0556559683842594,-0.0068099087093439
0.6012921,-3.19152,-1.858398,54.42804,0.0089990048443783,-0.0558690341846301,-0.0037856054768142
0.6116541,-3.248811,-1.886487,55.39178,0.0105916807154003,-0.0564547468650198,-0.0004516108433536
0.6220278,-3.310922,-1.913841,56.35039,0.0095887456498923,-0.0576767871847503,0.0010385291639032
0.6323895,-3.371514,-1.938229,57.31251,0.0051150201894707,-0.0587899697590357,0.0040823930490827
0.6427659,-3.438994,-1.956763,58.274,-0.0005526743490931,-0.0592593770491014,0.0059975088652279
0.6531383,-3.511313,-1.975962,59.2254,-0.0024811698421846,-0.0597997199456066,0.0045560733115154
0.6634992,-3.579193,-1.998111,60.16633,-0.0001070127302213,-0.0613234887308982,0.0029260584020679
